ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Melbourne,1982/10/25,NULL,34,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Darwin,1982/10/25,NULL,1,Group Network for TIS,ISLAND,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/10/25,NULL,2,Group Network for TIS,OXYGEN,EXPLORING SCIENCE,100,1,00:00:00,NULL
Hobart,1982/10/25,NULL,10,Group Network for TIS,NOT GOOD ENOUGH,FACE AUSTRALIA,7600,1,20:00:00,NULL
Sydney,1982/10/25,NULL,4,Group Network for TIS,HANDFUL OF GOLD,CASTAWAY,100,1,00:00:00,NULL
Hobart,1982/10/25,NULL,25,Group Network for TIS,SECRET OF SHARK ISLAND,SWISS FAMILY ROBINSON,100,1,00:00:00,NULL
Hobart,1982/10/25,NULL,32,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Brisbane,1982/10/25,NULL,16,Group Network for TIS,TERRY'S BRRRMMM G.T.,BOOKWORM,7800,1,00:00:00,NULL
Darwin,1982/10/25,NULL,33,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Adelaide,1982/10/25,NULL,49,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Perth,1982/10/25,NULL,25,Group Network for TIS,SECRET OF SHARK ISLAND,SWISS FAMILY ROBINSON,100,1,00:00:00,NULL
Brisbane,1982/10/25,NULL,1,Group Network for TIS,ISLAND,CASTAWAY,100,1,00:00:00,NULL
Darwin,1982/10/25,NULL,7,Group Network for TIS,SETTLING DOWN,COLONIALS,100,1,00:00:00,NULL
Brisbane,1982/10/25,NULL,3,Group Network for TIS,SEEDS OF DOOM - PART 3,DR. WHO,412,1,00:00:00,NULL
Perth,1982/10/26,NULL,9,Group Network for TIS,CATERPILLAR'S STORY,BOOKWORM,7800,1,00:00:00,NULL
Sydney,1982/10/26,NULL,46,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Brisbane,1982/10/26,NULL,12,Group Network for TIS,WHEN THE BAND PLAYED ON AND ON,CHORLTON AND THE WHEELIES,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,6,Group Network for TIS,CHOKING,FIRST ON THE SCENE,100,1,10:55:00,NULL
Perth,1982/10/26,NULL,23,Group Network for TIS,SING A SONG,WORDS AND PICTURES,7603,1,00:00:00,NULL
Adelaide,1982/10/26,NULL,4,Group Network for TIS,FACE OF EVIL - PART 4,DR. WHO,417,1,00:00:00,NULL
Sydney,1982/10/26,NULL,5,Group Network for TIS,OTHER SIDE OF THE ISLAND,CASTAWAY,100,1,00:00:00,NULL
Hobart,1982/10/26,NULL,3,Group Network for TIS,MICROBES,EXPLORING SCIENCE,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,35,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,3,Group Network for TIS,MICROBES,EXPLORING SCIENCE,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,0,Group Network for TIS,MIKE MULLIGAN AND HIS STEAM SHOVEL,,0,1,10:00:00,NULL
Adelaide,1982/10/26,NULL,14,Group Network for TIS,SUITCASE,RED AND THE BLUE,100,1,00:00:00,NULL
Hobart,1982/10/26,NULL,0,Group Network for TIS,MIKE MULLIGAN AND HIS STEAM SHOVEL,,0,1,10:00:00,NULL
Brisbane,1982/10/26,NULL,4,Group Network for TIS,SEEDS OF DOOM - PART 4,DR. WHO,412,1,00:00:00,NULL
Hobart,1982/10/26,NULL,3,Group Network for TIS,HINDU IN NEPAL,MAN AND RELIGION,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,2,Group Network for TIS,BUT THEY MIGHT LAUGH,INSIDE OUT,7600,1,00:00:00,NULL
Adelaide,1982/10/26,NULL,2,Group Network for TIS,REST OF THE JOURNEY,CASTAWAY,100,1,00:00:00,NULL
Perth,1982/10/26,NULL,26,Group Network for TIS,DEADLY FEAST,SWISS FAMILY ROBINSON,100,1,00:00:00,NULL
Brisbane,1982/10/26,NULL,2,Group Network for TIS,SSO: CHARLES MACKERRAS,WORLD OF MUSIC,7800,1,00:00:00,NULL
Brisbane,1982/10/26,NULL,2,Group Network for TIS,REST OF THE JOURNEY,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,3,Group Network for TIS,HINDU IN NEPAL,MAN AND RELIGION,100,1,00:00:00,NULL
Darwin,1982/10/26,NULL,2,Group Network for TIS,SSO: CHARLES MACKERRAS,WORLD OF MUSIC,7800,1,00:00:00,NULL
Melbourne,1982/10/26,NULL,5,Group Network for TIS,OTHER SIDE OF THE ISLAND,CASTAWAY,100,1,00:00:00,NULL
Darwin,1982/10/26,NULL,4,Group Network for TIS,SEEDS OF DOOM - PART 4,DR. WHO,412,1,00:00:00,NULL
Hobart,1982/10/26,NULL,26,Group Network for TIS,DEADLY FEAST,SWISS FAMILY ROBINSON,100,1,00:00:00,NULL
Hobart,1982/10/26,NULL,2,Group Network for TIS,BUT THEY MIGHT LAUGH,INSIDE OUT,7600,1,00:00:00,NULL
Hobart,1982/10/26,NULL,6,Group Network for TIS,CHOKING,FIRST ON THE SCENE,100,1,10:55:00,NULL
Darwin,1982/10/26,NULL,2,Group Network for TIS,REST OF THE JOURNEY,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/10/26,NULL,2,Group Network for TIS,BUT THEY MIGHT LAUGH,INSIDE OUT,7600,1,00:00:00,NULL
Hobart,1982/10/27,NULL,1,Group Network for TIS,ISLAND,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/10/27,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Darwin,1982/10/27,NULL,5,Group Network for TIS,SEEDS OF DOOM - PART 5,DR. WHO,412,1,00:00:00,NULL
Sydney,1982/10/27,NULL,59,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Sydney,1982/10/27,NULL,0,Group Network for TIS,ANTARCTICA - THE LAST CONTINENT,,0,1,00:00:00,NULL
Sydney,1982/10/27,NULL,0,Group Network for TIS,MIKE MULLIGAN AND HIS STEAM SHOVEL,,0,1,13:55:00,NULL
Brisbane,1982/10/27,NULL,7,Group Network for TIS,SETTLING DOWN,COLONIALS,100,1,00:00:00,NULL
Hobart,1982/10/27,NULL,36,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Perth,1982/10/27,NULL,0,Group Network for TIS,ACCORDING TO YOUR CLOTH,,0,1,00:01:00,NULL
Hobart,1982/10/27,NULL,0,Group Network for TIS,MIKE MULLIGAN AND HIS STEAM SHOVEL,,0,1,13:55:00,NULL
Perth,1982/10/27,NULL,1,Group Network for TIS,ISLAND,CASTAWAY,100,1,00:00:00,NULL
Hobart,1982/10/27,NULL,0,Group Network for TIS,ANTARCTICA - THE LAST CONTINENT,,0,1,00:00:00,NULL
Hobart,1982/10/27,NULL,16,Group Network for TIS,CYCLE MANUFACTURER,TAS '78,7800,1,11:04:00,NULL
Brisbane,1982/10/27,NULL,5,Group Network for TIS,SEEDS OF DOOM - PART 5,DR. WHO,412,1,00:00:00,NULL
Darwin,1982/10/27,NULL,16,Group Network for TIS,TERRY'S BRRRMMM G.T.,BOOKWORM,7800,1,00:00:00,NULL
Melbourne,1982/10/27,NULL,3,Group Network for TIS,PORTRAIT OF A DISCIPLINARIAN,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Adelaide,1982/10/27,NULL,1,Group Network for TIS,ROBOTS OF DEATH - PART 1,DR. WHO,418,1,18:30:00,NULL
Brisbane,1982/10/27,NULL,16,Group Network for TIS,TERRY'S BRRRMMM G.T.,BOOKWORM,7800,1,00:00:00,NULL
Darwin,1982/10/27,NULL,7,Group Network for TIS,SETTLING DOWN,COLONIALS,100,1,00:00:00,NULL
Darwin,1982/10/27,NULL,3,Group Network for TIS,MAN FROM THE SEA,CASTAWAY,100,1,00:00:00,NULL
Brisbane,1982/10/27,NULL,3,Group Network for TIS,MAN FROM THE SEA,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/10/27,NULL,0,Group Network for TIS,ANTARCTICA - THE LAST CONTINENT,,0,1,00:00:00,NULL
Sydney,1982/10/27,NULL,6,Group Network for TIS,SAVAGE,CASTAWAY,100,1,00:00:00,NULL
Hobart,1982/10/27,NULL,12,Group Network for TIS,TRUMPET,RED AND THE BLUE,100,1,00:00:00,NULL
Perth,1982/10/27,NULL,9,Group Network for TIS,CATERPILLAR'S STORY,BOOKWORM,7800,1,00:00:00,NULL
Hobart,1982/10/28,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Brisbane,1982/10/28,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1982/10/28,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Darwin,1982/10/28,NULL,4,Group Network for TIS,HANDFUL OF GOLD,CASTAWAY,100,1,00:00:00,NULL
Brisbane,1982/10/28,NULL,20,Group Network for TIS,SLOT MACHINE,RED AND THE BLUE,100,1,00:00:00,NULL
Sydney,1982/10/28,NULL,15,Group Network for TIS,ALISTAIR KNOX - ARCHITECT,FACE TO FACE,100,1,20:00:00,NULL
Perth,1982/10/28,NULL,8,Group Network for TIS,HABITAT,OUTLOOK - SCHOOLS,200,1,10:50:00,NULL
Brisbane,1982/10/28,NULL,4,Group Network for TIS,HANDFUL OF GOLD,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/10/28,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Adelaide,1982/10/28,NULL,29,Group Network for TIS,MURRAY JOHNSTONE - GEOLOGIST,FACE TO FACE,100,1,20:00:00,NULL
Perth,1982/10/28,NULL,2,Group Network for TIS,REST OF THE JOURNEY,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/10/28,NULL,3,Group Network for TIS,HINDU IN NEPAL,MAN AND RELIGION,100,1,00:00:00,NULL
Hobart,1982/10/28,NULL,3,Group Network for TIS,PORTRAIT OF A DISCIPLINARIAN,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Perth,1982/10/28,NULL,3,Group Network for TIS,PORTRAIT OF A DISCIPLINARIAN,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Darwin,1982/10/28,NULL,11,Group Network for TIS,BEETHOVEN AND THE CELLO,MUSICAL TRIANGLES,200,1,00:00:00,NULL
Melbourne,1982/10/28,NULL,3,Group Network for TIS,HINDU IN NEPAL,MAN AND RELIGION,100,1,00:00:00,NULL
Adelaide,1982/10/28,NULL,2,Group Network for TIS,ROMANCE AT DROITGATE SPA,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Darwin,1982/10/28,NULL,28,Group Network for TIS,WONDERFUL CAKE,WORDS AND PICTURES,7603,1,00:00:00,NULL
Perth,1982/10/28,NULL,23,Group Network for TIS,SING A SONG,WORDS AND PICTURES,7603,1,00:00:00,NULL
Melbourne,1982/10/28,NULL,7,Group Network for TIS,REBELS,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/10/28,NULL,2,Group Network for TIS,ROBOTS OF DEATH - PART 2,DR. WHO,418,1,18:30:00,NULL
Sydney,1982/10/28,NULL,7,Group Network for TIS,REBELS,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/10/28,NULL,0,Group Network for TIS,BIRDS OF COORONG,,0,1,11:00:00,NULL
Perth,1982/10/28,NULL,6,Group Network for TIS,COMPUTER: A UNIVERSAL TOOL,CENTURY 3,100,1,00:00:00,NULL
Sydney,1982/10/29,NULL,55,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Perth,1982/10/29,NULL,4,Group Network for TIS,LEEWAY TO DIRECTIONAL STABILITY,ART OF SAILING,100,1,00:00:00,NULL
Hobart,1982/10/30,NULL,14,Group Network for TIS,"WORLD CHESS CHAMPIONSHIPS, 1978",""WORLD CHESS CHAMPIONSHIPS, 1978",""100",1,00:00:00,NULL,
Sydney,1982/10/30,NULL,14,Group Network for TIS,"WORLD CHESS CHAMPIONSHIPS, 1978",""WORLD CHESS CHAMPIONSHIPS, 1978",""100",1,00:00:00,NULL,
Melbourne,1982/10/30,NULL,14,Group Network for TIS,"WORLD CHESS CHAMPIONSHIPS, 1978",""WORLD CHESS CHAMPIONSHIPS, 1978",""100",1,00:00:00,NULL,
Perth,1982/10/30,NULL,14,Group Network for TIS,"WORLD CHESS CHAMPIONSHIPS, 1978",""WORLD CHESS CHAMPIONSHIPS, 1978",""100",1,00:00:00,NULL,
Melbourne,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Hobart,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Perth,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Adelaide,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Darwin,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Brisbane,1982/10/30,NULL,1,Group Network for TIS,MEDIEVAL KINGS,ROYAL HERITAGE,100,1,00:00:00,NULL
Brisbane,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Perth,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Perth,1982/10/30,NULL,1,Group Network for TIS,MEDIEVAL KINGS,ROYAL HERITAGE,100,1,00:00:00,NULL
Sydney,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Brisbane,1982/10/30,NULL,14,Group Network for TIS,"WORLD CHESS CHAMPIONSHIPS, 1978",""WORLD CHESS CHAMPIONSHIPS, 1978",""100",1,00:00:00,NULL,
Darwin,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Hobart,1982/10/30,NULL,1,Group Network for TIS,MEDIEVAL KINGS,ROYAL HERITAGE,100,1,00:00:00,NULL
Adelaide,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Adelaide,1982/10/30,NULL,1,Group Network for TIS,MEDIEVAL KINGS,ROYAL HERITAGE,100,1,00:00:00,NULL
Sydney,1982/10/30,NULL,37,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
Sydney,1982/10/30,NULL,1,Group Network for TIS,MEDIEVAL KINGS,ROYAL HERITAGE,100,1,00:00:00,NULL
Brisbane,1982/10/30,NULL,7,Group Network for TIS,JEAN VANIER,VISION IN MIND,7800,1,22:30:00,NULL
Melbourne,1982/10/31,NULL,9,Group Network for TIS,MAGPIE ISLAND,MAGPIE ISLAND,100,1,00:00:00,NULL
Hobart,1982/10/31,NULL,0,Group Network for TIS,GREAT COASTAL DUNE SHOW,,0,1,00:00:00,NULL
Perth,1982/10/31,NULL,3,Group Network for TIS,MAN FROM THE SEA,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/10/31,NULL,3,Group Network for TIS,ROBOTS OF DEATH - PART 3,DR. WHO,418,1,18:30:00,NULL
Adelaide,1982/10/31,NULL,7,Group Network for TIS,"YES,I CAN",INSIDE OUT,7600,1,00:00:00,NULL
Brisbane,1982/10/31,NULL,5,Group Network for TIS,OTHER SIDE OF THE ISLAND,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/10/31,NULL,1,Group Network for TIS,SECOND FIRST LADY,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Perth,1982/10/31,NULL,15,Group Network for TIS,ONCE UPON A WAR,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Melbourne,1982/10/31,NULL,8,Group Network for TIS,STONE MEN,CASTAWAY,100,1,00:00:00,NULL
Perth,1982/10/31,NULL,7,Group Network for TIS,PAST IS PROLOGUE,CENTURY 3,100,1,00:00:00,NULL
Darwin,1982/10/31,NULL,5,Group Network for TIS,OTHER SIDE OF THE ISLAND,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/10/31,NULL,0,Group Network for TIS,GREAT COASTAL DUNE SHOW,,0,1,00:00:00,NULL
Adelaide,1982/11/01,NULL,4,Group Network for TIS,ROBOTS OF DEATH - PART 4,DR. WHO,418,1,18:30:00,NULL
Adelaide,1982/11/01,NULL,6,Group Network for TIS,SAVAGE,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/01,NULL,9,Group Network for TIS,SAIL HO !,CASTAWAY,100,1,00:00:00,NULL
Brisbane,1982/11/01,NULL,6,Group Network for TIS,SAVAGE,CASTAWAY,100,1,00:00:00,NULL
Darwin,1982/11/01,NULL,8,Group Network for TIS,LOOKING BACK,COLONIALS,100,1,00:00:00,NULL
Sydney,1982/11/01,NULL,29,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Darwin,1982/11/01,NULL,1,Group Network for TIS,MASQUE OF MANDRAGORA PT. 1,DR. WHO,413,1,00:00:00,NULL
Hobart,1982/11/01,NULL,16,Group Network for TIS,NEVER JUDGE A BOOK BY ITS NAKED COVER,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Brisbane,1982/11/01,NULL,8,Group Network for TIS,LOOKING BACK,COLONIALS,100,1,00:00:00,NULL
Adelaide,1982/11/01,NULL,10,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Brisbane,1982/11/01,NULL,1,Group Network for TIS,MASQUE OF MANDRAGORA PT. 1,DR. WHO,413,1,00:00:00,NULL
Perth,1982/11/01,NULL,4,Group Network for TIS,HANDFUL OF GOLD,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/11/01,NULL,27,Group Network for TIS,SPRING CLEANING TIME,WOMBLES,100,1,00:00:00,NULL
Hobart,1982/11/01,NULL,32,Group Network for TIS,STILL LIFE,CRYSTAL TIPPS AND ALISTAIR,100,1,00:00:00,NULL
Melbourne,1982/11/01,NULL,9,Group Network for TIS,SAIL HO !,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/11/02,NULL,8,Group Network for TIS,WHEN IS HELP ?,INSIDE OUT,7600,1,00:00:00,NULL
Hobart,1982/11/02,NULL,7,Group Network for TIS,SMOKE INHALATION,FIRST ON THE SCENE,100,1,10:55:00,NULL
Sydney,1982/11/02,NULL,6,Group Network for TIS,BECAUSE IT'S FUN,INSIDE OUT,7700,1,00:00:00,NULL
Adelaide,1982/11/02,NULL,8,Group Network for TIS,LOOKING BACK,COLONIALS,100,1,00:00:00,NULL
Perth,1982/11/02,NULL,42,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Darwin,1982/11/02,NULL,2,Group Network for TIS,MASQUE OF MANDRAGORA PT. 2,DR. WHO,413,1,00:00:00,NULL
Melbourne,1982/11/02,NULL,28,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Melbourne,1982/11/02,NULL,10,Group Network for TIS,ANOTHER PARADISE,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/11/02,NULL,6,Group Network for TIS,BECAUSE IT'S FUN,INSIDE OUT,7700,1,00:00:00,NULL
Sydney,1982/11/02,NULL,10,Group Network for TIS,ANOTHER PARADISE,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/02,NULL,30,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Perth,1982/11/02,NULL,5,Group Network for TIS,OTHER SIDE OF THE ISLAND,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/02,NULL,8,Group Network for TIS,WHEN IS HELP ?,INSIDE OUT,7600,1,00:00:00,NULL
Adelaide,1982/11/02,NULL,11,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Sydney,1982/11/02,NULL,7,Group Network for TIS,SMOKE INHALATION,FIRST ON THE SCENE,100,1,10:55:00,NULL
Hobart,1982/11/02,NULL,17,Group Network for TIS,LAST WEEKEND,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Brisbane,1982/11/02,NULL,2,Group Network for TIS,MASQUE OF MANDRAGORA PT. 2,DR. WHO,413,1,00:00:00,NULL
Adelaide,1982/11/02,NULL,15,Group Network for TIS,UMBRELLA,RED AND THE BLUE,100,1,00:00:00,NULL
Adelaide,1982/11/02,NULL,7,Group Network for TIS,REBELS,CASTAWAY,100,1,00:00:00,NULL
Brisbane,1982/11/03,NULL,34,Group Network for TIS,WOMBLES,WOMBLES,100,1,00:00:00,NULL
Adelaide,1982/11/03,NULL,2,Group Network for TIS,TALONS OF WENG-CHIANG - PART 2,DR. WHO,419,1,18:30:00,NULL
Hobart,1982/11/03,NULL,6,Group Network for TIS,SAVAGE,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/11/03,NULL,0,Group Network for TIS,GREAT COASTAL DUNE SHOW,,0,1,00:00:00,NULL
Brisbane,1982/11/03,NULL,3,Group Network for TIS,MASQUE OF MANDRAGORA PT.3,DR. WHO,413,1,00:00:00,NULL
Perth,1982/11/03,NULL,28,Group Network for TIS,BEN AND HER,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Hobart,1982/11/03,NULL,18,Group Network for TIS,LUV THE GOV.,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Sydney,1982/11/03,NULL,11,Group Network for TIS,BABES IN THE WOOD,CASTAWAY,100,1,00:00:00,NULL
Melbourne,1982/11/03,NULL,4,Group Network for TIS,UNPLEASANTNESS AT BLUDLEIGH COURT,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Darwin,1982/11/03,NULL,3,Group Network for TIS,MASQUE OF MANDRAGORA PT.3,DR. WHO,413,1,00:00:00,NULL
Hobart,1982/11/03,NULL,0,Group Network for TIS,GREAT COASTAL DUNE SHOW,,0,1,00:00:00,NULL
Darwin,1982/11/03,NULL,8,Group Network for TIS,STONE MEN,CASTAWAY,100,1,00:00:00,NULL
Perth,1982/11/03,NULL,6,Group Network for TIS,SAVAGE,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/03,NULL,0,Group Network for TIS,YEAR OF THE GREEN CENTRE,,0,1,00:00:00,NULL
Brisbane,1982/11/03,NULL,8,Group Network for TIS,LOOKING BACK,COLONIALS,100,1,00:00:00,NULL
Hobart,1982/11/03,NULL,13,Group Network for TIS,LOUDSPEAKER,RED AND THE BLUE,100,1,00:00:00,NULL
Darwin,1982/11/03,NULL,0,Group Network for TIS,YEAR OF THE GREEN CENTRE,,0,1,00:00:00,NULL
Adelaide,1982/11/03,NULL,8,Group Network for TIS,STONE MEN,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/03,NULL,0,Group Network for TIS,GREAT COASTAL DUNE SHOW,,0,1,00:00:00,NULL
Melbourne,1982/11/04,NULL,15,Group Network for TIS,CAMELS - SHIPS OF THE DESERT,BOOKWORM,7800,1,00:00:00,NULL
Darwin,1982/11/04,NULL,9,Group Network for TIS,SAIL HO !,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/11/04,NULL,3,Group Network for TIS,TALONS OF WENG-CHIANG - PART 3,DR. WHO,419,1,18:30:00,NULL
Hobart,1982/11/04,NULL,6,Group Network for TIS,BECAUSE IT'S FUN,INSIDE OUT,7700,1,00:00:00,NULL
Sydney,1982/11/04,NULL,12,Group Network for TIS,DRY LAND,CASTAWAY,100,1,00:00:00,NULL
Perth,1982/11/04,NULL,24,Group Network for TIS,TRIP TRAP,WORDS AND PICTURES,7603,1,00:00:00,NULL
Sydney,1982/11/04,NULL,6,Group Network for TIS,BECAUSE IT'S FUN,INSIDE OUT,7700,1,00:00:00,NULL
Darwin,1982/11/04,NULL,22,Group Network for TIS,FISHING,RED AND THE BLUE,100,1,00:00:00,NULL
Sydney,1982/11/04,NULL,13,Group Network for TIS,PROFILE IN DISCOURAGE,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Melbourne,1982/11/04,NULL,26,Group Network for TIS,SNOWDRAGON,CHORLTON AND THE WHEELIES,100,1,00:00:00,NULL
Hobart,1982/11/04,NULL,7,Group Network for TIS,REBELS,CASTAWAY,100,1,00:00:00,NULL
Sydney,1982/11/04,NULL,16,Group Network for TIS,DANNY SPOONER - FOLK SINGER,FACE TO FACE,100,1,20:00:00,NULL
Sydney,1982/11/04,NULL,4,Group Network for TIS,UNPLEASANTNESS AT BLUDLEIGH COURT,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Perth,1982/11/04,NULL,7,Group Network for TIS,PAST IS PROLOGUE,CENTURY 3,100,1,00:00:00,NULL
Adelaide,1982/11/04,NULL,8,Group Network for TIS,LOOKING BACK,COLONIALS,100,1,00:00:00,NULL
Hobart,1982/11/04,NULL,19,Group Network for TIS,TIC TOC TALE,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Melbourne,1982/11/04,NULL,12,Group Network for TIS,DRY LAND,CASTAWAY,100,1,00:00:00,NULL
Adelaide,1982/11/04,NULL,3,Group Network for TIS,PORTRAIT OF A DISCIPLINARIAN,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Brisbane,1982/11/04,NULL,4,Group Network for TIS,UNPLEASANTNESS AT BLUDLEIGH COURT,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Melbourne,1982/11/04,NULL,10,Group Network for TIS,SPRINGTIME FOR MAGGIE,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Melbourne,1982/11/04,NULL,6,Group Network for TIS,BECAUSE IT'S FUN,INSIDE OUT,7700,1,00:00:00,NULL
Melbourne,1982/11/04,NULL,16,Group Network for TIS,DANNY SPOONER - FOLK SINGER,FACE TO FACE,100,1,20:00:00,NULL
Perth,1982/11/04,NULL,18,Group Network for TIS,DINNER AT ALBERTA'S,BOOKWORM,7800,1,00:00:00,NULL
Brisbane,1982/11/04,NULL,9,Group Network for TIS,SAIL HO !,CASTAWAY,100,1,00:00:00,NULL
Perth,1982/11/04,NULL,29,Group Network for TIS,READ THAT LEG TO ME AGAIN,GOVERNOR AND J.J.,100,1,00:00:00,NULL
Hobart,1982/11/04,NULL,4,Group Network for TIS,UNPLEASANTNESS AT BLUDLEIGH COURT,WODEHOUSE PLAYHOUSE,100,1,19:30:00,NULL
Brisbane,1982/11/04,NULL,22,Group Network for TIS,FISHING,RED AND THE BLUE,100,1,00:00:00,NULL
Sydney,1982/11/04,NULL,15,Group Network for TIS,CAMELS - SHIPS OF THE DESERT,BOOKWORM,7800,1,00:00:00,NULL
Perth,1982/11/04,NULL,7,Group Network for TIS,REBELS,CASTAWAY,100,1,00:00:00,NULL
Hobart,1982/11/05,NULL,0,Group Network for TIS,YACHTING: HITACHI SYDNEY TO HOBART 1977,,0,1,00:00:00,NULL
Perth,1982/11/05,NULL,7,Group Network for TIS,PLAN FOR YOUR NEEDS,ART OF SAILING,100,1,00:00:00,NULL
Darwin,1982/11/05,NULL,66,Group Network for TIS,FOREMAN VS CHAPULOS,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Hobart,1982/11/05,NULL,63,Group Network for TIS,ALI VS CLEVELAND WILLIAMS,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Melbourne,1982/11/06,NULL,38,Group Network for TIS,FOUR CORNERS,FOUR CORNERS,7800,1,20:00:00,NULL
